"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted"
"318","RT @MDiplomacyWORLD: Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l",FALSE,0,NA,"2016-11-23 17:27:34",FALSE,NA,"801477304497147904",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DGiannakopoulos",3,TRUE,FALSE
"319","RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq",FALSE,0,NA,"2016-11-23 17:27:19",FALSE,NA,"801477241574137856",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","ZedLens",1158,TRUE,FALSE
"320","RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?",FALSE,0,NA,"2016-11-23 17:26:40",FALSE,NA,"801477075119050752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mpuneet321",66,TRUE,FALSE
"321","Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l",FALSE,0,NA,"2016-11-23 17:26:38",FALSE,NA,"801477070220042240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MDiplomacyWORLD",3,FALSE,FALSE
"322","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:26:01",FALSE,NA,"801476912463761409",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","a799612",637,TRUE,FALSE
"323","RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG",FALSE,0,NA,"2016-11-23 17:25:56",FALSE,NA,"801476891454509056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ssborkar",275,TRUE,FALSE
"324","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:25:46",FALSE,NA,"801476849582804994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hkgupta16",20,TRUE,FALSE
"325","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:25:25",FALSE,NA,"801476763989708800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PikuKaushal",95,TRUE,FALSE
"326","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:25:20",FALSE,NA,"801476743144022016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tarunpall",95,TRUE,FALSE
"327","RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",FALSE,0,NA,"2016-11-23 17:25:20",FALSE,NA,"801476742816747520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sohal_sunil",270,TRUE,FALSE
"328","RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…",FALSE,0,NA,"2016-11-23 17:25:16",FALSE,NA,"801476725154676737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TaherMdSaheb",45,TRUE,FALSE
"329","RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…",FALSE,0,NA,"2016-11-23 17:25:05",FALSE,NA,"801476678069301248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","romandsouza",45,TRUE,FALSE
"330","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:24:36",FALSE,NA,"801476557977972737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arvindnayak1",76,TRUE,FALSE
"331","Post the #Indian currency #Demonetization move, #BJP or #Modi has garnered a huge base of #Foes and #Psychopaths... https://t.co/AZ4QUvkptF",FALSE,0,NA,"2016-11-23 17:24:36",FALSE,NA,"801476556841426946",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ISupportILP",0,FALSE,FALSE
"332","RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,"2016-11-23 17:24:18",FALSE,NA,"801476479733284864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsmeAdii1221",45,TRUE,FALSE
"333","So this is what #Demonetization has done (aside killing over 55 people).
#CashRush #BlackMoney https://t.co/ybgj19WYpo",FALSE,0,NA,"2016-11-23 17:23:50",FALSE,NA,"801476362980753408",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","dinjalfeed",0,FALSE,FALSE
"334","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:23:43",FALSE,NA,"801476336183287809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nansknight",95,TRUE,FALSE
"335","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:23:38",FALSE,NA,"801476313475325954",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rathordeepak",637,TRUE,FALSE
"336","Reduce the perks &amp; benefits of all MP's and MLA's by 50% . #demonetization",FALSE,0,NA,"2016-11-23 17:23:36",FALSE,NA,"801476306768494592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WITTYCUPID",0,FALSE,FALSE
"337","RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…",FALSE,0,NA,"2016-11-23 17:23:31",FALSE,NA,"801476282458349568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ehteshamheyat",45,TRUE,FALSE
"338","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:23:25",FALSE,NA,"801476257582088199",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cricket_Holic",95,TRUE,FALSE
"339","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:23:20",FALSE,NA,"801476236937609216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhijeetkum",95,TRUE,FALSE
"340","The only thing I have gained from Modi's #demonetization is one addiction to my Hindi vocabulary. I now know the meaning of ""bewafa"".
#India",FALSE,0,NA,"2016-11-23 17:23:11",FALSE,NA,"801476201667641344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cheesionette",0,FALSE,FALSE
"341","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:23:03",FALSE,NA,"801476167597432833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PZavar",20,TRUE,FALSE
"342","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:22:55",FALSE,NA,"801476133275377669",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prahladkr",95,TRUE,FALSE
"343","RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…",FALSE,0,NA,"2016-11-23 17:22:54",FALSE,NA,"801476129362214912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kanimozhi",41,TRUE,FALSE
"344","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:22:16",FALSE,NA,"801475970485997568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HirayYashwant",76,TRUE,FALSE
"345","@ArvindKejriwal  kindly bring your application for real survey on #demonetization to know actual truth how unhappy people are..",FALSE,0,"ArvindKejriwal","2016-11-23 17:22:01",FALSE,NA,"801475907101696000","405427035","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shakeeb_a_khan",0,FALSE,FALSE
"346","RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…",FALSE,0,NA,"2016-11-23 17:21:55",FALSE,NA,"801475883018108928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deepak26Shah",41,TRUE,FALSE
"347","RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",FALSE,0,NA,"2016-11-23 17:21:14",FALSE,NA,"801475709126393856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinodsharma1834",59,TRUE,FALSE
"348","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:20:50",FALSE,NA,"801475609838977025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vikaash_singh",637,TRUE,FALSE
"349","RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…",FALSE,0,NA,"2016-11-23 17:20:47",FALSE,NA,"801475597553672192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnDayal",45,TRUE,FALSE
"350","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:20:47",FALSE,NA,"801475596324847620",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SupportRSS",20,TRUE,FALSE
"351","RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,"2016-11-23 17:20:39",FALSE,NA,"801475562245996544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","berozgaarhoo",45,TRUE,FALSE
"352","RT @FTIIndia: What is the impact of #Demonetization on various sectors like Real Estate, Consumption, Banks.
Read our views here - https://…",FALSE,0,NA,"2016-11-23 17:20:34",FALSE,NA,"801475541140439042",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajengg08",1,TRUE,FALSE
"353","RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…",FALSE,0,NA,"2016-11-23 17:20:06",FALSE,NA,"801475425423785985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","panaiyolaishan",41,TRUE,FALSE
"354","RT @FTIIndia: How will inflation and interest rates react to #Demonetization? 
Read our views here - https://t.co/kFCVgHbNdL https://t.co/M…",FALSE,0,NA,"2016-11-23 17:19:34",FALSE,NA,"801475290589437952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajengg08",1,TRUE,FALSE
"355","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:19:24",FALSE,NA,"801475247107088388",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jyotsnadevi33",76,TRUE,FALSE
"356","@muglikar_  SBI slashes bulk deposit term deposit rates drastically. CASHualty of #demonetization?",FALSE,0,"muglikar_","2016-11-23 17:19:12",FALSE,"801472990496063488","801475198641782784","2877839294","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","singhdds",0,FALSE,FALSE
"357","RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/…",FALSE,0,NA,"2016-11-23 17:18:59",FALSE,NA,"801475143914561536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","souravt5656",21,TRUE,FALSE
"358","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:18:58",FALSE,NA,"801475137526792193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BJPJajuShyam",20,TRUE,FALSE
"359","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:18:57",FALSE,NA,"801475134825627649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaPalayanam",76,TRUE,FALSE
"360","RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",FALSE,0,NA,"2016-11-23 17:18:44",FALSE,NA,"801475080698155009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BJPJajuShyam",112,TRUE,FALSE
"361","RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @P…",FALSE,0,NA,"2016-11-23 17:18:13",FALSE,NA,"801474951215579137",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RANJANRAJIND",43,TRUE,FALSE
"362","RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?",FALSE,0,NA,"2016-11-23 17:18:06",FALSE,NA,"801474920785977345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabrubhishek",66,TRUE,FALSE
"363","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:17:48",FALSE,NA,"801474846706323456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zGovinda",20,TRUE,FALSE
"364","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:17:43",FALSE,NA,"801474823218049024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iyengarhgv",95,TRUE,FALSE
"365","The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardship of the people.""",FALSE,0,NA,"2016-11-23 17:17:41",FALSE,NA,"801474816159219712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aniket_nemad",0,FALSE,FALSE
"366","RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?",FALSE,0,NA,"2016-11-23 17:17:28",FALSE,NA,"801474761142501376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waseemuddin3",66,TRUE,FALSE
"367","RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",FALSE,0,NA,"2016-11-23 17:17:26",FALSE,NA,"801474752116391936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GuptaSantoshLko",954,TRUE,FALSE
"368","RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…",FALSE,0,NA,"2016-11-23 17:17:19",FALSE,NA,"801474724228276224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jyotikatharia",30,TRUE,FALSE
"369","RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",FALSE,0,NA,"2016-11-23 17:17:18",FALSE,NA,"801474717806792704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheAngryLord",59,TRUE,FALSE
"370","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:17:01",FALSE,NA,"801474648575647744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","swarupkdc",76,TRUE,FALSE
"371","RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,"2016-11-23 17:17:01",FALSE,NA,"801474648399413248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravikumar_8484",45,TRUE,FALSE
"372","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:17:00",FALSE,NA,"801474642732924928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KapilGurjarBJP",637,TRUE,FALSE
"373","RT @RealZaidHamid_: #DemonetizationMythsBusted
Anyone dying within 20 km radius of bank is coz of #Demonetization and Modi is directly resp…",FALSE,0,NA,"2016-11-23 17:16:33",FALSE,NA,"801474530262720512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rishabh_arya95",68,TRUE,FALSE
"374","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:16:21",FALSE,NA,"801474480753111040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ramdsharma",20,TRUE,FALSE
"375","RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",FALSE,0,NA,"2016-11-23 17:15:56",FALSE,NA,"801474375140671493",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamWit_Wicky",20,TRUE,FALSE
"376","RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…",FALSE,0,NA,"2016-11-23 17:15:47",FALSE,NA,"801474337312116737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","venugopalgv",41,TRUE,FALSE
"377","@SriSri  Ravi Shankar roots for #demonetization , hails PM @narendramodi 
https://t.co/GV5gt4sjLW https://t.co/E0ZFRnRjlk",FALSE,0,"SriSri","2016-11-23 17:15:47",FALSE,NA,"801474336490012672","61126132","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhee_agrawal",0,FALSE,FALSE
"378","#Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds""… https://t.co/LaNJGLWrN6",FALSE,13,NA,"2016-11-23 17:15:31",TRUE,NA,"801474268810780672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kapil_kausik",20,FALSE,FALSE
"379","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:15:09",FALSE,NA,"801474178432061444",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","k_suresh1967",637,TRUE,FALSE
"380","RT @r_raghuraj: Today I saw 200 black money hoarders out of 125 crore
standing in ques outside Parliament against
#Demonetization https://t…",FALSE,0,NA,"2016-11-23 17:14:36",FALSE,NA,"801474040502157312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DhavalBhuva5",2,TRUE,FALSE
"381","Heard someone saying Home loans will go down soon. #Demonetization may work there.",FALSE,1,NA,"2016-11-23 17:14:25",FALSE,NA,"801473993748414464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_darekar",0,FALSE,FALSE
"382","RT @penisgarlic: People these days are practicing to get the tickets when 2.0 will release by making queue in bank n ATM  #demonetization…",FALSE,0,NA,"2016-11-23 17:14:01",FALSE,NA,"801473893026463744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bholipunjabn",1,TRUE,FALSE
"383","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:13:46",FALSE,NA,"801473829922947072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravikumar_8484",95,TRUE,FALSE
"384","Do you support the Opposition's agitation against #demonetization ? Participate n d DNA poll &amp; see the results... https://t.co/HqUtn0blat",FALSE,0,NA,"2016-11-23 17:13:46",FALSE,NA,"801473829042352133",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rks_fzd",0,FALSE,FALSE
"385","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:13:45",FALSE,NA,"801473825183449089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anildhar9",637,TRUE,FALSE
"386","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:13:44",FALSE,NA,"801473820100067328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JustKiddingYaar",95,TRUE,FALSE
"387","RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",FALSE,0,NA,"2016-11-23 17:13:43",FALSE,NA,"801473816815955968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","000mrs000",45,TRUE,FALSE
"388","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:13:35",FALSE,NA,"801473785945673729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JsAp4",95,TRUE,FALSE
"389","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:13:29",FALSE,NA,"801473757659308033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1986anilshukla",637,TRUE,FALSE
"390","RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",FALSE,0,NA,"2016-11-23 17:13:19",FALSE,NA,"801473715636760580",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patani_ashutosh",11,TRUE,FALSE
"391","RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r",FALSE,0,NA,"2016-11-23 17:13:14",FALSE,NA,"801473695101304832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anuraggarg11",120,TRUE,FALSE
"392","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:13:03",FALSE,NA,"801473651736330240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SV99999",637,TRUE,FALSE
"393","RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",FALSE,0,NA,"2016-11-23 17:12:59",FALSE,NA,"801473634128642048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","debasishbgohain",76,TRUE,FALSE
"394","RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…",FALSE,0,NA,"2016-11-23 17:12:37",FALSE,NA,"801473541183078401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rishi_iitr",637,TRUE,FALSE
"395","RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…",FALSE,0,NA,"2016-11-23 17:12:12",FALSE,NA,"801473434270060544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chessvasu",41,TRUE,FALSE
"396","RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/…",FALSE,0,NA,"2016-11-23 17:11:57",FALSE,NA,"801473372425191424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pune_adhik_une",21,TRUE,FALSE
"397","@OfficeOfRG u sayin inconvenience due to #demonetization but ur govt destroying Karnataka by constructing #steelbridge  #NetaVilla",FALSE,0,"OfficeOfRG","2016-11-23 17:11:54",FALSE,NA,"801473359041048576","3171712086","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bg_yogesh",0,FALSE,FALSE
"398","RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",FALSE,0,NA,"2016-11-23 17:11:40",FALSE,NA,"801473302304788481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nisarg_parikh",95,TRUE,FALSE
"399","RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",FALSE,0,NA,"2016-11-23 17:11:30",FALSE,NA,"801473258977628160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prashan20943955",59,TRUE,FALSE
